,Title,MPAA Rating,Keywords,Source,Production method,Creative type,Countries,Total original B.O
4307,The Tempest,['PG-13'],"['Other_Keywords', 'Visual Effects', 'Revenge', 'Royalty']",['Based on Play'],['Live Action'],['Historical Fiction'],['United States'],277943.0
4308,Rare Exports: A Christmas Tale,['R'],"['Kidnap', 'Rescue', 'Christmas', 'Horror Comedy', 'Foreign Language', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Fantasy'],"['Other_Countries', 'France']",312756.0
4309,Chain Letter,['R'],"['Slasher Horror', 'Internet', 'Non-Chronological']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],1022453.0
4310,Legendary,['PG-13'],"['Dysfunctional Family', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],200393.0
4311,The Nutcracker in 3D,['PG'],"['3-D', '3-D - Post-production Conversion', 'Talking Animals', 'Christmas', 'World War II', 'Other_Keywords']",['Based on Ballet'],['Animation/Live Action'],['Kids Fiction'],"['Other_Countries', 'United Kingdom']",20466016.0
4312,San qiang pai an jing qi,['R'],"['Hitmen', 'Relationships Gone Wrong', 'Surprise Twist']",['Remake'],['Live Action'],['Contemporary Fiction'],['China'],310946.0
4313,Twelve,['R'],"['Voiceover/Narration', 'Ensemble', 'Narcotics', 'Addiction', 'Coming of Age']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['United States', 'France']",183920.0
4314,The Human Centipede,['R'],['Other_Keywords'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Other_Countries'],352161.0
4315,Partir,['Not Rated'],"['Foreign Language', 'Mid-Life Crisis', 'Relationships Gone Wrong']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['France'],187788.0
4316,The Disappearance of Alice Creed,['R'],"['Life on the Outside', 'Kidnap', 'LGBTQ+', 'Surprise Twist']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],1605139.0
4317,Another Year,['PG-13'],"['Death of a Spouse or Fiancée / Fiancé', 'Relationships Gone Wrong', 'Comedy Drama', 'Autumn Years', 'Delayed Adulthood', 'Dysfunctional Family', 'Other_Keywords', 'Addiction']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],20005613.0
4318,Welcome to the Rileys,['R'],"['Prostitution', 'Mental Illness', 'Dysfunctional Family', 'Unexpected Families']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],355919.0
4319,My Dog Tulip,['Not Rated'],['Animal Lead'],['Based on Fiction Book/Short Story'],['Hand Animation'],['Contemporary Fiction'],['United States'],310891.0
4320,Le père de mes enfants,['Not Rated'],['Movie Business'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['France'],144022.0
4321,Love Ranch,['R'],['Romance'],['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],146149.0
4322,Carlos,['Not Rated'],"['Foreign Language', 'Terrorism', 'Biography', 'Other_Keywords']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['Germany'],1619153.0
4323,Joheunnom nabbeunnom isanghannom,['R'],['Foreign Language'],['Original Screenplay'],['Live Action'],['Historical Fiction'],['Other_Countries'],42226657.0
4324,"Lovely, Still",['PG'],"['Romance', 'Christmas', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],282687.0
4325,Centurion,['R'],"['War', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United Kingdom'],7885048.0
4326,L'illusionniste,['PG'],"['Unexpected Families', 'Other_Keywords']",['Original Screenplay'],['Hand Animation'],['Historical Fiction'],"['United Kingdom', 'France']",8609949.0
4327,Country Strong,['PG-13'],"['Music Industry', 'Infidelity', 'Musicians', 'Suicide', 'Other_Keywords', 'Life Drama', 'Addiction']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],20601987.0
4328,Bran Nue Dae,['PG-13'],"['Romance', 'Bigotry', 'Religious', 'Fugitive / On the Run', 'Other_Keywords', 'Road Trip', 'Coming of Age']",['Based on Musical or Opera'],['Live Action'],['Contemporary Fiction'],['Australia'],6812530.0
4329,Wild Target,['PG-13'],"['Organized Crime', 'Hitmen', 'Confidence Men']",['Remake'],['Live Action'],['Contemporary Fiction'],"['United Kingdom', 'France']",5314194.0
4330,The Romantics,['PG-13'],"['Novel or Other Work Adapted by Author', 'Relationships Gone Wrong']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],106524.0
4331,Harry Potter and the Deathly Hallows: Part II,['PG-13'],"['Epilogue', '3-D', '3-D - Post-production Conversion', 'Visual Effects', 'Good vs. Evil', 'Ensemble', 'IMAX: DMR', 'Other_Keywords', 'Non-Chronological']",['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Fantasy'],"['United Kingdom', 'United States']",1313548963.0
4332,Transformers: Dark of the Moon,['PG-13'],"['3-D', 'Rescue', 'Visual Effects', 'Robot', 'Voiceover/Narration', 'Surprise Twist', '3-D - Shot in 3-D', 'Alien Invasion', 'IMAX: DMR', 'End of the World', 'Prologue', 'Other_Keywords', 'Non-Chronological', 'War']",['Based on TV'],['Animation/Live Action'],['Science Fiction'],['United States'],1123794079.0
4333,"The Twilight Saga: Breaking Dawn, Part 1",['PG-13'],"['Romance', 'Romantic Drama', 'Vampire', 'Other_Keywords', 'Love Triangle']",['Based on Fiction Book/Short Story'],['Live Action'],['Fantasy'],['United States'],684436752.0
4334,The Hangover Part II,['R'],"['Wedding Day', 'Animal Lead', 'Organized Crime', 'Surprise Twist', 'Gratuitous Cameos', 'Faulty Memory', 'Other_Keywords', 'Narcotics']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],586764305.0
4335,Pirates of the Caribbean: On Stranger Tides,['PG-13'],"['Epilogue', 'Romance', '3-D', 'Supernatural', 'Visual Effects', 'Revenge', 'Foreign Language', 'IMAX: DMR', 'Other_Keywords', 'Zombies']",['Based on Theme Park Ride'],['Live Action'],['Historical Fiction'],['United States'],1045713802.0
4336,Fast Five,['PG-13'],"['Epilogue', 'Rescue', 'Corrupt Cops', 'Organized Crime', 'Ensemble', 'Revenge', 'Fugitive / On the Run', 'Gangs', 'Foreign Language', 'IMAX: DMR', 'Other_Keywords']",['Based on Factual Book/Article'],['Live Action'],['Contemporary Fiction'],['United States'],629975898.0
4337,Cars 2,['G'],"['3-D', 'Epilogue', 'Family Movie', 'Secret Agent', 'Culture Clash', 'Undercover', 'Ensemble', 'Gratuitous Cameos', '3-D - Shot in 3-D', 'Foreign Language', 'IMAX: DMR', 'Conspiracy Theory', 'Prologue', 'Other_Keywords', 'Mistaken Identity', 'Corporate Malfeasance', 'Spoof']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],['United States'],560155383.0
4338,Thor,['PG-13'],"['Epilogue', 'Romance', 'Prologue', 'Dysfunctional Family', 'Cross-Class Romance', 'Motion Capture Performance', 'Scene in End Credits', '3-D', 'False Identity', 'Revenge', '3-D - Post-production Conversion', 'Visual Effects', 'Marvel Comics', 'Other_Keywords', 'Culture Clash', 'Voiceover/Narration', 'Adopted Family', 'IMAX: DMR', 'Non-Chronological']",['Based on Comic/Graphic Novel'],['Live Action'],['Super Hero'],['United States'],449326618.0
4339,Rise of the Planet of the Apes,['PG-13'],"['Epilogue', 'Medical and Hospitals', 'Visual Effects', 'Animals Gone Bad', 'Animal Lead', 'Voiceover/Narration', 'Talking Animals', 'Terminal Illness', 'Faulty Memory', 'End of the World', 'Motion Capture Performance', 'Other_Keywords']",['Remake'],['Animation/Live Action'],['Science Fiction'],['United States'],470986200.0
4340,Captain America: The First Avenger,['PG-13'],"['3-D', 'Epilogue', 'Rescue', '3-D - Post-production Conversion', 'Visual Effects', 'Good vs. Evil', 'Orphan', 'Marvel Comics', 'Gratuitous Cameos', 'World War II', 'IMAX: DMR', 'Prologue', 'Other_Keywords', 'Non-Chronological', 'Intertitle', 'War']",['Based on Comic/Graphic Novel'],['Live Action'],['Super Hero'],['United States'],370569776.0
4341,The Help,['PG-13'],"['Writing and Writers', 'African Americans', 'Historical Drama', 'Voiceover/Narration', 'Bigotry', 'Other_Keywords', 'Non-Chronological']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['Other_Countries', 'United States']",213120004.0
4342,Bridesmaids,['R'],"['Epilogue', 'Wedding Day', 'Ensemble', 'Delayed Adulthood', 'Other_Keywords', 'Buddy Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],289632023.0
4343,Kung Fu Panda 2,['PG'],"['3-D', 'Epilogue', 'Animal Lead', 'Talking Animals', 'Voiceover/Narration', 'Martial Arts', '3-D - Shot in 3-D', 'Revenge', 'IMAX: DMR', 'Prologue', 'Other_Keywords']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],['United States'],664837547.0
4344,X-Men: First Class,['PG-13'],"['Political', 'LGBTQ+', 'Ensemble', 'Gratuitous Cameos', 'Marvel Comics', 'Religious', 'Other_Keywords', 'New Guy/Girl in School', 'Non-Chronological', 'Terrorism']",['Based on Comic/Graphic Novel'],['Live Action'],['Super Hero'],"['United Kingdom', 'United States']",355408305.0
4345,Puss in Boots,['PG'],"['3-D', 'Voiceover/Narration', 'Talking Animals', 'Animal Lead', 'Surprise Twist', 'Orphan', 'Directing Yourself', 'Revenge', 'Fugitive / On the Run', '3-D - Shot in 3-D', 'Life on the Outside', 'IMAX: DMR', 'Other_Keywords', 'Non-Chronological']",['Spin-Off'],['Digital Animation'],['Kids Fiction'],['United States'],554987477.0
4346,Rio,['PG'],"['3-D', 'Kidnap', 'Culture Clash', 'Talking Animals', 'Animal Lead', 'Prologue', 'Other_Keywords']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],['United States'],487517241.0
4347,The Smurfs,['PG'],"['3-D', '3-D - Post-production Conversion', 'Voiceover/Narration', 'Gratuitous Cameos', 'Other_Keywords']",['Based on Comic/Graphic Novel'],['Animation/Live Action'],['Kids Fiction'],['United States'],563749323.0
4348,Mission: Impossible—Ghost Protocol,['PG-13'],"['Epilogue', 'Death of a Spouse or Fiancée / Fiancé', 'Rescue', 'Framed', 'Visual Effects', 'Secret Agent', 'False Identity', 'Undercover', 'Surprise Twist', 'Faked Death', 'Fugitive / On the Run', 'Prison Break', 'IMAX: DMR', 'Prologue', 'Non-Chronological', 'Terrorism']",['Based on TV'],['Live Action'],['Contemporary Fiction'],['United States'],694713230.0
4349,Sherlock Holmes: A Game of Shadows,['PG-13'],"['Historical Drama', 'Visual Effects', 'Undercover', 'Private Investigator', 'Other_Keywords', 'Cross-Dressing', 'Terrorism']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],535663443.0
4350,Super 8,['PG-13'],"['Disaster', 'Epilogue', 'Rescue', 'Death of a Spouse or Fiancée / Fiancé', 'Movie Business', 'Young Child Dealing with the Death of a Parent', 'Other_Keywords', 'Ensemble', 'Alien Invasion', 'IMAX: DMR', 'Conspiracy Theory', 'Monster', 'Dysfunctional Family', 'Coming of Age']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],257972745.0
4351,Rango,['PG'],"['Animal Lead', 'Talking Animals', 'Breaking the Fourth Wall', 'Gangs', 'Unnamed Character', 'Conspiracy Theory', 'Mistaken Identity', 'Spoof']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],['United States'],245724600.0
4352,Horrible Bosses,['R'],"['Confidence Men', 'Revenge', 'Hitmen', 'Blackmail', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],212417601.0
4353,Green Lantern,['PG-13'],"['Epilogue', '3-D', '3-D - Post-production Conversion', 'Visual Effects', 'Development Hell', 'Alien Invasion', 'Motion Capture Performance', 'Other_Keywords', 'Non-Chronological']",['Based on Comic/Graphic Novel'],['Animation/Live Action'],['Super Hero'],['United States'],219535492.0
4354,Hop,['PG'],"['Political', 'Kidnap', 'Rescue', 'Epilogue', 'Music Industry', 'Animal Lead', 'Musicians', 'Talking Animals', 'Voiceover/Narration', 'Father’s Footsteps', 'Delayed Adulthood', 'Food', 'Prologue', 'Dysfunctional Family', 'Other_Keywords', 'Coming of Age']",['Based on Folk Tale/Legend/Fairytale'],['Animation/Live Action'],['Kids Fiction'],['United States'],188494082.0
4355,Paranormal Activity 3,['R'],"['Supernatural', 'Demons', 'Prologue', 'Other_Keywords', 'Supernatural Horror', 'Non-Chronological', 'Haunting', 'Same Role, Multiple Actors']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],207039844.0
4356,Just Go With It,['PG-13'],"['Romance', 'Relationships Gone Wrong', 'Unexpected Families', 'Gratuitous Cameos', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],214974953.0
4357,Cowboys and Aliens,['PG-13'],"['Visual Effects', 'Surprise Twist', 'Alien Invasion', 'Faulty Memory', 'Foreign Language', 'IMAX: DMR', 'Other_Keywords']",['Based on Comic/Graphic Novel'],['Live Action'],['Science Fiction'],['United States'],176038324.0
4358,Bad Teacher,['R'],"['Romance', 'Relationships Gone Wrong', 'Other_Keywords', 'Narcotics', 'Addiction']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],215448997.0
4359,Gnomeo and Juliet,['G'],"['3-D', 'Romance', '3-D - Shot in 3-D', 'Dysfunctional Family', 'Other_Keywords']",['Based on Play'],['Digital Animation'],['Fantasy'],"['United Kingdom', 'United States']",193737977.0
4360,The Green Hornet,['PG-13'],"['3-D', 'Romance', '3-D - Post-production Conversion', 'Organized Crime', 'Martial Arts', 'Delayed Adulthood', 'IMAX: DMR', 'News', 'Inheritance', 'Other_Keywords']",['Based on TV'],['Live Action'],['Super Hero'],['United States'],229155503.0
4361,Alvin and the Chipmunks: Chipwrecked,['G'],"['3-D', 'Music Industry', 'Animal Lead', 'Talking Animals', 'Musicians', 'Other_Keywords']",['Based on TV'],['Animation/Live Action'],['Kids Fiction'],['United States'],349088523.0
4362,Real Steel,['PG-13'],"['Romance', 'Robot', 'Young Child Dealing with the Death of a Parent', 'Organized Crime', 'Gambling', 'IMAX: DMR', 'Dysfunctional Family', 'Other_Keywords', 'Motion Capture Performance', 'Underdog']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],263880341.0
4363,"Crazy, Stupid, Love",['PG-13'],"['Romance', 'Relationship Advice', 'Relationships Gone Wrong', 'Other_Keywords', 'Coming of Age']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],146493974.0
4364,Battle: Los Angeles,['PG-13'],"['Rescue', 'Alien Invasion', 'Other_Keywords', 'Inspired by a True Story', 'War']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],213463976.0
4365,Immortals,['R'],"['3-D', '3-D - Post-production Conversion', 'Visual Effects', 'Revenge', 'Other_Keywords', 'War']",['Based on Folk Tale/Legend/Fairytale'],['Live Action'],['Fantasy'],['United States'],211562435.0
4366,The Muppets,['PG'],"['Kidnap', 'Coming of Age', 'TV Industry', 'Robot', 'Relationships Gone Wrong', 'Voiceover/Narration', 'Breaking the Fourth Wall', 'Dream Sequence', 'Gratuitous Cameos', 'Performing Arts', 'Prologue', 'Other_Keywords', 'Road Trip', 'Corporate Malfeasance']",['Based on TV'],['Live Action'],['Kids Fiction'],['United States'],160971922.0
4367,Zookeeper,['PG'],"['Romance', 'Mid-Life Crisis', 'Relationship Advice', 'Relationships Gone Wrong', 'Animal Lead', 'Talking Animals', 'Gratuitous Cameos']",['Original Screenplay'],['Animation/Live Action'],['Fantasy'],['United States'],170805525.0
4368,Limitless,['PG-13'],"['Political', 'Writing and Writers', 'Relationships Gone Wrong', 'Visual Effects', 'Voiceover/Narration', 'Surprise Twist', 'Non-Chronological', 'Faulty Memory', 'Foreign Language', 'Hitmen', 'Conspiracy Theory', 'Other_Keywords', 'Narcotics', 'Addiction']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],155564919.0
4369,Tower Heist,['PG-13'],"['White Collar Crime', 'Action Comedy', 'Voiceover/Narration', 'Surprise Twist', 'Heist', 'Ensemble', 'Revenge', 'Suicide', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],150422946.0
4370,Contagion,['PG-13'],"['Death of a Spouse or Fiancée / Fiancé', 'Medical and Hospitals', 'Young Child Dealing with the Death of a Parent', 'Doctors', 'Ensemble', 'Internet', 'IMAX: DMR', 'End of the World', 'News', 'Other_Keywords', 'Non-Chronological']",['Original Screenplay'],['Live Action'],['Science Fiction'],"['Other_Countries', 'United States']",137203939.0
4371,Moneyball,['PG-13'],"['Epilogue', 'Sports Drama', 'Same Role, Multiple Actors', 'Other_Keywords', 'Non-Chronological', 'Intertitle', 'Underdog']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],111300835.0
4372,Justin Bieber: Never Say Never,['G'],"['3-D', 'Voiceover/Narration', 'Musicians', 'Gratuitous Cameos', '3-D - Shot in 3-D', 'Non-Chronological']",['Based on Real Life Events'],['Live Action'],['Factual'],['United States'],99034125.0
4373,Dolphin Tale,['PG'],"['3-D', 'Family Movie', 'Animal Lead', 'Family Drama', 'Other_Keywords', 'Inventor']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],96068724.0
4374,Jack and Jill,['PG'],"['Twins', 'Gratuitous Cameos', 'Directing Yourself', 'Family Comedy', 'Dysfunctional Family', 'Other_Keywords', 'Cross-Dressing', 'Same Actor, Multiple Roles']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],150519217.0
4375,No Strings Attached,['R'],"['Epilogue', 'Romance', 'Medical and Hospitals', 'Relationship Advice', 'TV Industry', 'Writing and Writers', 'Relationships Gone Wrong', 'Doctors', 'LGBTQ+', 'Directing Yourself', 'Prologue', 'Dysfunctional Family']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],149228078.0
4376,Mr. Poppers's Penguins,['PG'],"['Mid-Life Crisis', 'Family Movie', 'Animal Lead', 'Inheritance', 'Other_Keywords', 'Dysfunctional Family']",['Based on Fiction Book/Short Story'],['Live Action'],['Kids Fiction'],['United States'],189624452.0
4377,Unknown,['PG-13'],"['Terrorism', 'Surprise Twist', 'Faulty Memory', 'Other_Keywords', 'Mistaken Identity', 'Crime Thriller']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['United States', 'United Kingdom', 'Germany']",136123083.0
4378,The Adjustment Bureau,['PG-13'],"['Political', 'Romance', 'Gratuitous Cameos', 'Religious', 'Dancing', 'Other_Keywords']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],126931325.0
4379,Happy Feet Two,['PG'],"['3-D', 'Animal Lead', 'Talking Animals', '3-D - Shot in 3-D', 'IMAX: DMR', 'Dancing', 'Motion Capture Performance', 'Other_Keywords', 'Coming of Age']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],"['Australia', 'United States']",157956462.0
4380,Water for Elephants,['PG-13'],"['Romance', 'Addiction', 'Relationships Gone Wrong', 'Other_Keywords', 'Animal Lead', 'Young Child Dealing with the Death of a Parent', 'Voiceover/Narration', 'Orphan', 'Romantic Drama', 'Foreign Language', 'Performing Arts', 'Cross-Class Romance', 'Road Trip', 'Non-Chronological', 'Coming of Age', 'Same Role, Multiple Actors']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],116809717.0
4381,The Lincoln Lawyer,['R'],"['Sex Crimes', 'Private Investigator', 'Surprise Twist', 'Gangs', 'Lawyers', 'Other_Keywords', 'Non-Chronological', 'Prostitution']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],87145086.0
4382,Midnight in Paris,['PG-13'],"['Romance', 'Artists', 'Writing and Writers', 'Ensemble', 'Gratuitous Cameos', 'Time Travel', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Fantasy'],"['Spain', 'United States']",162275213.0
4383,Friends with Benefits,['R'],"['Romance', 'Relationship Advice', 'Relationships Gone Wrong', 'LGBTQ+', 'Faulty Memory']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],146595891.0
4384,The Girl with the Dragon Tattoo,['R'],"['Sex Crimes', 'Writing and Writers', 'Serial Killer', 'Private Investigator', 'Surprise Twist', 'Revenge', 'Foreign-Language Remake', 'News', 'Dysfunctional Family']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],239373970.0
4385,I am Number Four,['PG-13'],"['Romance', 'Visual Effects', 'Voiceover/Narration', 'Alien Invasion', 'Bullies', 'IMAX: DMR', 'Prologue', 'Other_Keywords', 'New Guy/Girl in School', 'Coming of Age']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],146195159.0
4386,Source Code,['PG-13'],"['Romance', 'Surprise Twist', 'Time Travel', 'Other_Keywords', 'Terrorism']",['Original Screenplay'],['Live Action'],['Science Fiction'],"['United States', 'France']",140428499.0
4387,Insidious,['R'],"['Supernatural', 'Medical and Hospitals', 'Surprise Twist', 'Demons', 'Other_Keywords', 'Supernatural Horror', 'Non-Chronological', 'Haunting', 'Possessed']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Canada', 'United States']",99870886.0
4388,Madea’s Big Happy Family,['PG-13'],"['African Americans', 'Comedy Drama', 'Ensemble', 'Terminal Illness', 'Dysfunctional Family', 'Other_Keywords', 'Cross-Dressing']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],54160818.0
4389,Diary of a Wimpy Kid: Rodrick Rules,['PG'],"['Romance', 'Voiceover/Narration', 'Musicians', 'Breaking the Fourth Wall', 'Sibling Rivalry', 'Bullies', 'Dysfunctional Family', 'Other_Keywords', 'New Guy/Girl in School', 'Non-Chronological', 'Coming of Age']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],73695194.0
4390,Footloose,['PG-13'],"['Political', 'Culture Clash', 'Young Child Dealing with the Death of a Parent', 'Voiceover/Narration', 'Death of a Son or Daughter', ""Rock 'n' Roll"", 'Religious', 'Dancing', 'Prologue', 'Other_Keywords', 'Remake']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],62989834.0
4391,The Adventures of Tintin,['PG'],"['3-D', 'Family Movie', 'Animal Lead', 'Twins', '3-D - Shot in 3-D', 'IMAX: DMR', 'Motion Capture Performance', 'Other_Keywords', 'Addiction', 'Same Actor, Multiple Roles']",['Based on Comic/Graphic Novel'],['Digital Animation'],['Contemporary Fiction'],['United States'],373993951.0
4392,Hugo,['PG'],"['3-D', 'Addiction', 'Robot', 'Movie Business', 'Young Child Dealing with the Death of a Parent', 'Visual Effects', 'Voiceover/Narration', 'Breaking the Fourth Wall', 'Dream Sequence', 'Orphan', 'Autumn Years', 'Ensemble', '3-D - Shot in 3-D', 'Unnamed Character', 'Other_Keywords', 'Coming of Age', 'Non-Chronological', 'Inventor']",['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Fantasy'],"['United Kingdom', 'United States']",180047784.0
4393,The Dilemma,['PG-13'],"['Relationship Advice', 'Relationships Gone Wrong', 'Comedy Drama', 'Infidelity', 'Gambling', 'Addiction']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],70546865.0
4394,New Year’s Eve,['PG-13'],"['Coming of Age', 'Romance', 'Ensemble', 'Romantic Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],146850273.0
4395,Arthur Christmas,['PG'],"['3-D', '3-D - Shot in 3-D', 'Christmas', 'Dysfunctional Family', 'Other_Keywords']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],"['United Kingdom', 'United States']",147865565.0
4396,Hall Pass,['R'],"['Mid-Life Crisis', 'Relationship Advice', 'Relationships Gone Wrong', 'Infidelity', 'Car Accident', 'Buddy Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],87173475.0
4397,We Bought a Zoo,['PG'],"['Epilogue', 'Romance', 'Death of a Spouse or Fiancée / Fiancé', 'Mid-Life Crisis', 'Writing and Writers', 'Animal Lead', 'Voiceover/Narration', 'Young Child Dealing with the Death of a Parent', 'Family Drama', 'Prologue', 'Dysfunctional Family', 'Inheritance', 'Coming of Age', 'First Love']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],118729073.0
4398,Soul Surfer,['PG'],"['Medical and Hospitals', 'Biography', 'Animals Gone Bad', 'Voiceover/Narration', 'Faith-Based Film', 'Biographical Drama', 'Religious', 'Other_Keywords']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],47135489.0
4399,Final Destination 5,['R'],"['3-D', 'Surprise Twist', '3-D - Shot in 3-D', 'Slasher Horror', 'IMAX: DMR', 'Other_Keywords']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],155011165.0
4400,The Ides of March,['R'],"['Political', 'Ensemble', 'Directing Yourself', 'Suicide', 'Government Corruption', 'Other_Keywords']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],77735925.0
4401,War Horse,['PG-13'],"['Animal Lead', 'Ensemble', 'Orphan', 'Dysfunctional Family', 'Other_Keywords', 'Addiction', 'War Drama', 'War']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['United Kingdom', 'United States']",156815529.0
4402,The Descendants,['R'],"['Death of a Spouse or Fiancée / Fiancé', 'Medical and Hospitals', 'Comedy Drama', 'Voiceover/Narration', 'Infidelity', 'Surprise Twist', 'Young Child Dealing with the Death of a Parent', 'Death of a Son or Daughter', 'Inheritance', 'Other_Keywords', 'Dysfunctional Family', 'Inspired by a True Story', 'Coming of Age']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],175507800.0
4403,Hanna,['PG-13'],"['Secret Agent', 'Surprise Twist', 'Action Thriller', 'Revenge', 'Hitmen', 'Other_Keywords', 'Coming of Age', 'Non-Chronological']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['United Kingdom', 'Germany']",65343694.0
4404,Something Borrowed,['PG-13'],"['Romance', 'Relationships Gone Wrong', 'Non-Chronological', 'Voiceover/Narration']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],65084116.0
4405,Spy Kids: All the Time in the World,['PG'],"['3-D', 'Rescue', 'TV Industry', 'Robot', 'Secret Agent', 'Delayed Sequel', 'Twins', 'Surprise Twist', 'Gratuitous Cameos', '3-D - Shot in 3-D', 'News', 'Time Travel', 'Other_Keywords', 'Coming of Age', 'Same Actor, Multiple Roles']",['Original Screenplay'],['Live Action'],['Kids Fiction'],['United States'],80681183.0
4406,Scream 4,['R'],"['Writing and Writers', 'Surprise Twist', 'Delayed Sequel', 'Ensemble', 'Slasher Horror']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],95989590.0
4407,"Big Mommas: Like Father, Like Son",['PG-13'],"['Romance', 'Rescue', 'African Americans', 'Action Comedy', 'Undercover', 'Musicians', 'Delayed Sequel', 'College', 'Dysfunctional Family', 'Other_Keywords', 'New Guy/Girl in School', 'Cross-Dressing', 'Coming of Age']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],82332450.0
4408,Red Riding Hood,['PG-13'],"['Romance', 'Relationships Gone Wrong', 'Infidelity', 'Surprise Twist', 'Dysfunctional Family', 'Other_Keywords']",['Based on Folk Tale/Legend/Fairytale'],['Live Action'],['Fantasy'],"['Canada', 'United States']",91678442.0
4409,Paul,['R'],"['Epilogue', 'Action Comedy', 'Surprise Twist', 'Religious', 'Fugitive / On the Run', 'Conspiracy Theory', 'Motion Capture Performance', 'Other_Keywords', 'Road Trip', 'Non-Chronological']",['Original Screenplay'],['Live Action'],['Science Fiction'],"['United Kingdom', 'United States']",101162106.0
